Symbol,Name,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
NYLD,"NRG Yield, Inc.",0.2014,0.167364017,null,null,4.057,339.5442,null,17.375,18.7
NYLD.A,"NRG Yield, Inc.",null,null,null,null,null,null,null,null,
NUS,"Nu Skin Enterprises, Inc.",0.5856,18.49543254,5.539833652,21.2297,9.483,58.8058,0.66,80.16,67.27
NUE,Nucor Corporation,0.2673,15.35807318,2.234749759,16.1648,2.068,42.5233,1.11,64.39,61.95
NS,Nustar Energy L.P.,0.0232,8.218028114,1.343129665,35.0483,8.401,218.1465,1.15,23.73,30.03
NS^A,Nustar Energy L.P.,null,null,null,null,null,null,null,null,
NS^B,Nustar Energy L.P.,null,null,null,null,null,null,null,null,
NS^C,Nustar Energy L.P.,null,null,null,null,null,null,null,null,
NSH,"Nustar GP Holdings, LLC",0.0055,34.8522908,2.539480745,16.4044,5.174,18.6246,0.28,12.9,14.7
NSS,"NuStar Logistics, L.P.",null,null,null,null,null,null,null,null,
NTR,Nutrien Ltd.,0.0481,2.99352109,null,null,3.43,45.6916,null,54.88,0
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,null,null,null,null,0.933,null,null,8.14,8.61
NVG,Nuveen AMT-Free Municipal Credit Income Fund,null,null,null,null,1.025,null,null,14.58,15.59
NUV,Nuveen AMT-Free Municipal Value Fund,null,null,null,null,0.044,null,null,9.51,10.12
NUW,Nuveen AMT-Free Municipal Value Fund,null,null,null,null,0.16,null,null,15.65,17.961
NEA,Nuveen AMT-Free Quality Municipal Income Fund,null,null,null,null,0.188,null,null,12.99,13.75
NAZ,Nuveen Arizona Quality Municipal Income Fund,null,null,null,null,0.009,null,null,12.74,14.68
NBB,Nuveen Build America Bond Fund,null,null,null,null,0.014,null,null,20.309,21.86
NBD,Nuveen Build America Bond Opportunity Fund,null,null,null,null,0.077,null,null,21.84,
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,null,null,null,null,0.09,null,null,13.555,15.59
NCB,Nuveen California Municipal Value Fund 2,null,null,null,null,1.173,null,null,15.7,17.679
NCA,"Nuveen California Municipal Value Fund, Inc.",null,null,null,null,0.135,null,null,9.5,10.48
NAC,Nuveen California Quality Municipal Income Fund,null,null,null,null,0.185,null,null,13.3262,14.52
NTC,Nuveen Connecticut Quality Municipal Income Fund,null,null,null,null,0.72,null,null,11.83,
JCE,Nuveen Core Equity Alpha Fund,null,null,null,null,0.208,null,null,14.77,15.89
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,null,null,null,null,0.323,null,null,9.32,9.92
JQC,Nuveen Credit Strategies Income Fund,null,null,null,null,0.375,null,null,7.9434,8.2
JDD,Nuveen Diversified Dividend and Income Fund,null,null,null,null,3.804,null,null,11.57,12.34
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,null,null,null,null,2.403,null,null,18.8399,18.63
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,null,null,null,null,0.356,null,null,8.65,9.9292
JMF,Nuveen Energy MLP Total Return Fund,null,null,null,null,0.209,null,null,10.76,11.15
NEV,Nuveen Enhanced Municipal Value Fund,null,null,null,null,1.878,null,null,13.6,14.46
JFR,Nuveen Floating Rate Income Fund,null,null,null,null,0.192,null,null,10.53,11.18
JRO,Nuveen Floating Rate Income Opportuntiy Fund,null,null,null,null,0.013,null,null,10.42,11.37
NKG,Nuveen Georgia Quality Municipal Income Fund ,null,null,null,null,null,null,null,11.3,12.92
JGH,Nuveen Global High Income Fund,null,null,null,null,0.047,null,null,15.44,17.04
JHA,Nuveen High Income 2020 Target Term Fund,null,null,null,null,0.105,null,null,9.83,9.92
JHY,Nuveen High Income 2020 Target Term Fund,null,null,null,null,0.755,null,null,9.8837,10.01
JHD,Nuveen High Income December 2019 Target Term Fund,null,null,null,null,0.521,null,null,9.81,10.02
JHB,Nuveen High Income November 2021 Target Term Fund,null,null,null,null,0.085,null,null,9.4999,
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,null,null,null,null,0.497,null,null,14.22,15.17
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,null,null,null,null,0.464,null,null,12.86,13.7
NID,Nuveen Intermediate Duration Municipal Term Fund,null,null,null,null,0.282,null,null,12.405,13.22
NMY,Nuveen Maryland Quality Municipal Income Fund,null,null,null,null,0.122,null,null,12.12,12.69
NMT,Nuveen Massachusetts Municipal Income Fund,null,null,null,null,0.012,null,null,12.42,14.3645
NUM,Nuveen Michigan Quality Municipal Income Fund,null,null,null,null,0.113,null,null,12.65,
NMS,Nuveen Minnesota Quality Municipal Income Fund,null,null,null,null,0.083,null,null,13.44,14.57
NOM,Nuveen Missouri Quality Municipal Income Fund,null,null,null,null,0.436,null,null,13.1,15.06
JLS,Nuveen Mortgage Opportunity Term Fund,null,null,null,null,0.139,null,null,23.4008,25.9
JMM,Nuveen Multi-Market Income Fund,null,null,null,null,0.321,null,null,7.0201,7.5
NHA,Nuveen Municipal 2021 Target Term Fund,null,null,null,null,0.155,null,null,9.41,9.43
NZF,Nuveen Municipal Credit Income Fund,null,null,null,null,0.429,null,null,14.3069,15.37
NMZ,Nuveen Municipal High Income Opportunity Fund,null,null,null,null,0.055,null,null,12.6066,13.81
NMI,"Nuveen Municipal Income Fund, Inc.",null,null,null,null,0.573,null,null,11.6,12.4
NJV,Nuveen New Jersey Municipal Value Fund,null,null,null,null,0.205,null,null,13.01,14.28
NXJ,Nuveen New Jersey Quality Municipal Income Fund,null,null,null,null,0.048,null,null,13.01,13.68
NRK,Nuveen New York AMT-Free Quality Municipal,null,null,null,null,0.101,null,null,12.18,13
NYV,Nuveen New York Municipal Value Fund 2,null,null,null,null,0.27,null,null,13.64,14.46
NNY,"Nuveen New York Municipal Value Fund, Inc.",null,null,null,null,0.99,null,null,9.25,9.87
NAN,Nuveen New York Quality Municipal Income Fund,null,null,null,null,0.029,null,null,12.59,13.87
NNC,Nuveen North Carolina Quality Municipal Income Fd,null,null,null,null,0.776,null,null,12.4,13.04
NUO,Nuveen Ohio Quality Municipal Income Fund,null,null,null,null,0.09,null,null,13.89,
NPN,Nuveen Pennsylvania Municipal Value Fund,null,null,null,null,0.056,null,null,13.75,15.28
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,null,null,null,null,1.108,null,null,12.61,13.36
JPC,Nuveen Preferred & Income Opportunities Fund,null,null,null,null,0.511,null,null,9.47,10.4
JPS,Nuveen Preferred & Income Securities Fund,null,null,null,null,0.284,null,null,9.015,10.39
JPT,Nuveen Preferred and Income 2022 Term Fund,null,null,null,null,0.089,null,null,23.8299,25.41
JPI,Nuveen Preferred and Income Term Fund,null,null,null,null,0.855,null,null,23.0301,25.08
NAD,Nuveen Quality Municipal Income Fund,null,null,null,null,0.292,null,null,13.2471,14.08
JRI,Nuveen Real Asset Income and Growth Fund,null,null,null,null,0.201,null,null,16.13,17.5
JRS,Nuveen Real Estate Fund,null,null,null,null,0.219,null,null,9.9,11.06
BXMX,Nuveen S&P 500 Buy-Write Income Fund,null,null,null,null,1.796,null,null,14.1,14.1
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,null,null,null,null,0.664,null,null,16.51,16.75
NIM,Nuveen Select Maturities Municipal Fund,null,null,null,null,0.444,null,null,9.71,10.07
NXP,Nuveen Select Tax Free Income Portfolio,null,null,null,null,0.553,null,null,14.2001,14.88
NXQ,Nuveen Select Tax Free Income Portfolio II,null,null,null,null,0.945,null,null,13.6199,14.1
NXR,Nuveen Select Tax Free Income Portfolio III,null,null,null,null,1.142,null,null,14.55,15
NSL,Nuveen Senior Income Fund,null,null,null,null,1.263,null,null,6.34,6.5
JSD,Nuveen Short Duration Credit Opportunities Fund,null,null,null,null,0.192,null,null,17.445,16.85
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,null,null,null,null,0.582,null,null,16.55,17.2
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,null,null,null,null,0.367,null,null,12.91,13.67
NTX,Nuveen Texas Quality Municipal Income Fund,null,null,null,null,0.039,null,null,12.81,14.42
NPV,Nuveen Virginia Quality Municipal Income Fund,null,null,null,null,0.467,null,null,12.49,
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,null,null,null,null,1.719,null,null,12.52,13.17
JMT,Nuven Mortgage Opportunity Term Fund 2,null,null,null,null,2.175,null,null,22.71,24.9036
NVT,nVent Electric plc,2.5455,null,1.292459648,null,0.99,21.7845,0.29,25.38,0
NVR,"NVR, Inc.",0.6925,41.78286021,7.349454309,19.0457,2.118,40.7156,45.19,2958.63,3368.97
OAK,"Oaktree Capital Group, LLC",null,25.53105498,6.716963378,10.1609,2.348,516.9177,0.7764,41.3,
OAK^A,"Oaktree Capital Group, LLC",null,null,null,null,null,null,null,null,
OSLE,Oaktree Specialty Lending Corporation,null,null,null,null,null,null,null,null,
OMP,Oasis Midstream Partners LP,0.0485,11.46758761,2.112489456,null,0.284,47.6384,0.362,18.68,18.42
OAS,Oasis Petroleum Inc.,0.0265,2.941894935,1.072314793,65.844,4.34,69.4445,0,13.58,8.33
OBE,Obsidian Energy Ltd.,0.0065,-8.042037926,null,null,8.787,17.4596,null,1.1,1.18
OXY,Occidental Petroleum Corporation,0.2272,9.128968207,2.997745517,85.4247,2.099,49.7491,0.92,84.56,70.03
OII,"Oceaneering International, Inc.",0.899,7.994857113,1.421657353,247.68,6.528,48.0796,-0.5,25.35,19.26
OZM,Och-Ziff Capital Management Group LLC,null,null,null,43.2586,1.203,null,0.02,2.01,2.55
OCIP,OCI Partners LP,0.9217,26.04109271,6.762559583,27.6573,0.407,304.4435,0.35,11.45,7.45
OCN,Ocwen Financial Corporation,null,-14.81389144,0.907795924,null,8.981,1145.6342,0.02,4.34,3.04
OFG,OFG Bancorp,null,5.313841908,0.804247834,9.1658,10.677,45.9671,0.31,14.4,9.5
OFG^A,OFG Bancorp,null,null,null,null,null,null,null,null,
OFG^B,OFG Bancorp,null,null,null,null,null,null,null,null,
OFG^D,OFG Bancorp,null,null,null,null,null,null,null,null,
OGE,OGE Energy Corporation,0.0019,17.51183696,1.824668556,18.2147,1.835,83.1238,0.28,35.04,34.05
OIBR.C,Oi S.A.,null,null,null,null,null,null,null,null,
OIS,"Oil States International, Inc.",0.1912,-5.341236646,1.315673126,null,8.972,25.9945,-0.06,34.15,23.4
ODC,Oil-Dri Corporation Of America,0.9563,5.324839854,2.459766403,20.5483,2.633,11.7678,0.48,43,42.74
ORI,Old Republic International Corporation,0.9382,9.360193259,1.198457165,13.02,2.117,19.2945,0.01,20.07,20.8
OLN,Olin Corporation,0.6974,22.12644249,1.733056313,57.7515,2.844,127.9505,0.13,29.08,34.29
OHI,"Omega Healthcare Investors, Inc.",null,2.166971857,1.766530892,16.9656,11.831,131.2349,0.42,31.625,27.58
OMC,Omnicom Group Inc.,0.189,46.61205629,6.504373388,16.7475,12.241,186.3235,1.15,75.7,74.51
OMN,OMNOVA Solutions Inc.,0.7547,-103.3210332,9.297203934,15.4637,2.524,675.4839,null,9.8,9.85
ONDK,"On Deck Capital, Inc.",0.3109,-4.422800391,2.014262108,null,10.922,3.0183,null,7.27,5.41
OGS,"ONE Gas, Inc.",0.0527,8.945799372,1.944369316,24.324,3.752,73.0389,1.73,74.71,75.44
OLP,"One Liberty Properties, Inc.",null,9.034382663,1.622993459,30.031,2.069,137.1024,0.3,26.76,26.24
OMAD,One Madison Corporation,8.7006,null,21.77998762,null,null,0,0.0151,9.71,
OMAD.U,One Madison Corporation,null,null,null,null,null,null,null,null,
OMAD.WS,One Madison Corporation,null,null,null,null,null,null,null,null,
OMF,"OneMain Holdings, Inc.",null,8.44766456,1.330283173,16.3283,3.384,470.0769,0.91,33.76,27.18
OKE,"ONEOK, Inc.",0.0085,16.25244891,4.216581542,32.8374,4.833,119.7413,0.65,70.78,53.4
ONE,OneSmart International Education Group Limited,0.7019,null,null,1168.3211,2.887,null,null,11.14,
OOMA,"Ooma, Inc.",0.335,-35.20642503,7.196812914,null,3.264,0,-0.19,14.25,11.55
OPY,"Oppenheimer Holdings, Inc.",0.476,4.412073255,0.723200515,28.9632,1.933,null,0.51,28.95,28.55
ORCL,Oracle Corporation,1.5298,7.685819292,3.850934615,22.004,2.51,127.0481,0.84,44.11,50.39
ORAN,Orange,1.4472,6.884221552,null,null,4.156,null,null,16.81,17.42
ORC,"Orchid Island Capital, Inc.",1.2783,-4.404822546,0.957756088,6.9524,6.344,842.769,-0.31,7.6643,9.46
OEC,Orion Engineered Carbons S.A,3.9211,92.82034585,18.32333696,16.4952,1.261,680.9037,0.41,31.9,
ORN,"Orion Group Holdings, Inc.",0.0851,2.726754086,1.005034275,424.0669,1.247,32.94,0.15,8.6,7.53
IX,Orix Corp Ads,null,12.0665757,null,null,1.8,154.0867,null,81.14,84.82
ORA,"Ormat Technologies, Inc.",0.2667,15.75428678,2.080919072,22.9104,4.701,75.695,1.37,54.07,62.47
OSK,Oshkosh Corporation,0.2422,17.76449383,2.18011197,17.4907,2.331,35.2188,1.49,70.85,88.38
OR,Osisko Gold Royalties Ltd,0.1655,-2.860251696,null,null,9.076,24.8872,null,9.39,
OUT,OUTFRONT Media Inc.,0.1723,11.42857143,2.395843732,29.8585,3,198.657,0.06,19.37,23.42
OSG,"Overseas Shipholding Group, Inc.",3.2756,18.80207891,0.943040263,2.5669,3.409,118.4401,0.04,4.095,2.43
OMI,"Owens & Minor, Inc.",0.0661,6.135629439,1.0664793,17.5687,20.773,88.0415,0.13,17.73,19.34
OC,Owens Corning Inc,0.1012,6.997375984,1.761698414,18.069,2.042,91.9229,0.83,65,86.98
OI,"Owens-Illinois, Inc.",0.2012,31.02753526,3.155639029,9.5698,2.679,589.8888,0.6,16.94,23.17
OXM,"Oxford Industries, Inc.",0.0549,16.45532653,3.155477007,20.0813,7.846,16.2835,1.24,85.57,69.96
ROYT,Pacific Coast Oil Trust,0.0491,3.390195118,0.380763778,37.4705,0.452,0,0.084,2.19,1.71
PCG,Pacific Gas & Electric Co.,0.0515,7.940342401,1.092170475,14.8311,1.985,95.1194,0.86,42.56,53.43
PKG,Packaging Corporation of America,0.047,33.46590216,4.751495721,20.937,1.768,110.0009,1.48,115.12,116.96
PAGS,PagSeguro Digital Ltd.,0.0419,64.10426863,33.5162671,25.6955,1.486,0,null,28.68,
PANW,"Palo Alto Networks, Inc.",0.8624,-23.52037878,24.90384102,null,4.29,72.526,-0.51,205.46,143.49
PAM,Pampa Energia S.A.,0.8811,34.91481956,null,null,1.825,null,null,39.59,64.47
P,"Pandora Media, Inc.",0.8343,-214.8076803,30.85307322,null,7.203,438.5376,-0.55,8.0883,4.99
PHX,Panhandle Royalty Company,0.1787,13.96764411,2.462341193,220.1132,3.977,33.3412,0.06,19.95,21
PARR,"Par Pacific Holdings, Inc.",0.0417,13.91118121,1.698594467,38.3964,5.115,84.7106,0.33,17.43,20.36
PAR,PAR Technology Corporation,0.1367,-6.762942199,3.644839829,19.8427,6.515,6.1472,0,16.18,
PGRE,"Paramount Group, Inc.",null,2.136295993,0.886345801,null,2.105,85.5323,0.0046,15.56,15.82
PKE,Park Electrochemical Corporation,16.8937,14.03012503,3.352882037,42.0293,7.454,0,0.16,23.5,19.09
PK,Park Hotels & Resorts Inc.,15.5802,7.212558337,1.068826478,2.3286,4.701,51.1015,0.71,30.715,28.28
PKD,Parker Drilling Company,13.207,-34.87729141,0.170621474,null,6.82,216.7322,-0.21,0.364,0.9062
PH,Parker-Hannifin Corporation,16.9785,18.86173389,3.492862893,20.9244,3.339,100.0638,2.75,157.14,
PE,"Parsley Energy, Inc.",8.8518,3.508858761,1.788754256,116.6006,2.616,43.3523,0.32,30.67,26.66
PRE^F,PartnerRe Ltd.,0.3202,null,null,null,null,null,null,null,
PRE^G,PartnerRe Ltd.,0.3394,null,null,null,null,null,null,null,
PRE^H,PartnerRe Ltd.,null,null,null,null,null,null,null,null,
PRE^I,PartnerRe Ltd.,null,null,null,null,null,null,null,null,
PRTY,Party City Holdco Inc.,0.0785,21.98539496,1.555315359,15.008,4.188,194.4364,-0.01,15.925,12.65
PAYC,"Paycom Software, Inc.",0.0597,34.37017437,17.5611137,64.6028,10.961,10.5893,0.71,101.52,77.92
PBF,PBF Energy Inc.,0.1408,22.09888947,2.013956602,170.7409,2.559,92.8152,0.27,42.92,32.63
PBFX,PBF Logistics LP,0.6835,null,null,9.1285,1.336,null,0.43,21.25,20.05
BTU,Peabody Energy Corporation,1.2356,10.58547552,1.562568004,4.7993,2.183,40.3125,0.83,45.93,35.23
PSO,"Pearson, Plc",null,9.716405409,null,null,2.113,null,null,11.5,9.92
PEB,Pebblebrook Hotel Trust,null,7.457105548,2.162960789,120.6343,13.326,83.7424,0.29,39.43,37.5
PEB^C,Pebblebrook Hotel Trust,null,null,null,null,null,null,null,null,
PEB^D,Pebblebrook Hotel Trust,null,null,null,null,null,null,null,null,
PBA,Pembina Pipeline Corp.,0.33,9.899055682,null,null,4.365,67.4835,null,34.54,
PEI,Pennsylvania Real Estate Investment Trust,null,-23.52657198,3.615219778,67.7787,16.485,726.3724,-0.15,11.425,10.92
PEI^B,Pennsylvania Real Estate Investment Trust,null,null,null,null,null,null,null,null,
PEI^C,Pennsylvania Real Estate Investment Trust,null,null,null,null,null,null,null,null,
PEI^D,Pennsylvania Real Estate Investment Trust,null,null,null,null,null,null,null,null,
PFSI,"PennyMac Financial Services, Inc.",null,24.46646105,0.962944264,5.6229,2.827,691.2442,0.7,20.575,21.6
PMT,PennyMac Mortgage Investment Trust,null,7.423264106,0.939733248,10.6959,6.446,308.2708,0.36,18.98,16.02
PMT^A,PennyMac Mortgage Investment Trust,null,null,null,null,null,null,null,null,
PMT^B,PennyMac Mortgage Investment Trust,null,null,null,null,null,null,null,null,
PAG,"Penske Automotive Group, Inc.",0.0103,29.48466456,1.660284475,10.632,14.834,242.9869,1.26,48.58,48.12
PNR,Pentair plc.,1.5232,19.79249058,3.622902768,16.061,2.598,90.6903,0.3315,42.61,69.68
PEN,"Penumbra, Inc.",4.2871,3.362282516,11.97776354,725.1047,10.444,0,0.16,149.85,94.9
PFGC,Performance Food Group Company,0.005,17.99083466,3.559355568,24.1549,1.997,136.3482,0.33,38.25,31.35
PKI,"PerkinElmer, Inc.",0.0079,11.75650508,3.153765981,30.3093,6.109,81.3011,0.24,73.44,71.12
PBT,Permian Basin Royalty Trust,0.0052,5386.436641,826.6616554,13.7424,5.289,0,0.2,9.4,9.04
PRT,PermRock Royalty Trust,null,null,null,null,0.091,null,null,16.16,
PRGO,Perrigo Company,0.4936,2.098882117,1.68349596,20.2843,5.665,53.8015,0.57,74.51,
PRSP,Perspecta Inc.,null,null,null,null,null,null,null,20.59,
PTR,PetroChina Company Limited,0.2297,2.27213413,null,null,1.026,38.2273,null,75.0034,67.03
PBR,Petroleo Brasileiro S.A.- Petrobras,0.8995,0.779941976,null,null,1.229,125.377,null,10.03,9.94
PBR.A,Petroleo Brasileiro S.A.- Petrobras,null,null,null,null,null,null,null,null,
PFE,"Pfizer, Inc.",0.4174,33.82954563,3.027250261,17.3348,3.194,58.2096,0.6,36.48,36.58
GHY,"PGIM Global Short Duration High Yield Fund, Inc.",null,null,null,null,0.208,null,null,13.75,14.44
ISD,"PGIM Short Duration High Yield Fund, Inc.",null,null,null,null,0.34,null,null,14.05,14.82
PGTI,"PGT Innovations, Inc.",0.8531,19.31868617,5.532021223,22.8001,2.504,116.4554,0.15,20.85,15.9
PHH,PHH Corp,1.6783,-23.2708468,0.677212855,null,5.462,22.5621,-0.92,10.875,11.17
PM,Philip Morris International Inc,0.4071,null,null,26.0421,1.629,null,1,80.04,107.3
PSX,Phillips 66,0.0912,23.00900942,2.347352461,23.3976,2.374,53.0083,1.07,112.17,99.07
PSXP,Phillips 66 Partners LP,null,15.12906846,2.18739299,19.9817,8.626,104.2094,0.91,50.62,49.16
FENG,Phoenix New Media Limited,0.9178,0.524890343,0.864854918,19.4429,0.363,12.0297,-0.8,4.3,6.5
DOC,Physicians Realty Trust,null,1.861662953,1.181503833,102.2159,2.681,64.7173,0.06,16.02,18.11
PDM,"Piedmont Office Realty Trust, Inc.",null,9.103551413,1.432780224,59.2399,3.125,94.5109,0.43,19.75,20.06
PIR,"Pier 1 Imports, Inc.",0.5302,4.082177255,0.91185761,10.0215,8.319,72.02,null,2.97,
PCQ,PIMCO California Municipal Income Fund,0.5075,null,null,null,3.904,null,null,16.759,17.34
PCK,Pimco California Municipal Income Fund II,0.1376,null,null,null,0.183,null,null,8.3,10.14
PZC,PIMCO California Municipal Income Fund III,0.293,null,null,null,4.673,null,null,10.24,10.41
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",0.5709,null,null,null,1.452,null,null,11.5999,
PTY,Pimco Corporate & Income Opportunity Fund,null,null,null,null,4.799,null,null,17.63,16.31
PCN,Pimco Corporate & Income Stategy Fund,null,null,null,null,1.336,null,null,17.83,16.83
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,null,null,null,null,0.448,null,null,23.6,22.38
PDI,PIMCO Dynamic Income Fund,null,null,null,null,0.663,null,null,31.7495,30.1
PGP,Pimco Global Stocksplus & Income Fund,null,null,null,null,0.259,null,null,14.75,15.62
PHK,Pimco High Income Fund,null,null,null,null,2.879,null,null,8.381,7.37
PKO,Pimco Income Opportunity Fund,null,null,null,null,0.47,null,null,27.4898,25.82
PFL,PIMCO Income Strategy Fund,null,null,null,null,3.232,null,null,12.1402,11.58
PFN,PIMCO Income Strategy Fund II,null,null,null,null,1.636,null,null,10.605,10.37
PMF,PIMCO Municipal Income Fund,null,null,null,null,2.835,null,null,13.1,12.99
PML,Pimco Municipal Income Fund II,null,null,null,null,6.778,null,null,13.0168,13.37
PMX,PIMCO Municipal Income Fund III,null,null,null,null,4.071,null,null,11.57,
PNF,PIMCO New York Municipal Income Fund,null,null,null,null,1.703,null,null,12.32,12.69
PNI,Pimco New York Municipal Income Fund II,null,null,null,null,0.385,null,null,10.59,12.05
PYN,PIMCO New York Municipal Income Fund III,null,null,null,null,0.07,null,null,9.1,9.91
RCS,"PIMCO Strategic Income Fund, Inc.",null,null,null,null,0.849,null,null,9.7338,8.71
PF,"Pinnacle Foods, Inc.",0.1308,25.92187812,3.2665052,29.9022,2.546,114.6916,0.48,65.22,56.7
PNW,Pinnacle West Capital Corporation,0.0082,9.511365804,1.769606042,18.8407,2.798,104.436,0.03,80.255,89.12
PES,Pioneer Energy Services Corp.,0.8359,-26.72924901,1.87507364,null,1.219,230.9536,-0.14,5.753,2.25
PHD,Pioneer Floating Rate Trust,null,null,null,null,0.051,null,null,11.25,11.6
PHT,Pioneer High Income Trust,null,null,null,null,0.606,null,null,9.3425,9.77
MAV,Pioneer Municipal High Income Advantage Trust,null,null,null,null,3.758,null,null,10.8935,11.69
